IBGE,IBGE7,UF,Município,Região,População 2020,Capital,Diário Oficial público?,Disponível desde (data),Link para o DO,Formato,Navegação
421080,4210803,SC,Meleiro,Região Sul,7001,,,,,,
421085,4210852,SC,Mirim Doce,Região Sul,2283,,,,,,
421090,4210902,SC,Modelo,Região Sul,4218,,,,,,
421100,4211009,SC,Mondaí,Região Sul,11889,,,,,,
421105,4211058,SC,Monte Carlo,Região Sul,9906,,,,,,
421110,4211108,SC,Monte Castelo,Região Sul,8269,,,,,,
421120,4211207,SC,Morro da Fumaça,Região Sul,17947,,,,,,
421125,4211256,SC,Morro Grande,Região Sul,2888,,,,,,
421130,4211306,SC,Navegantes,Região Sul,83626,,,,,,
421140,4211405,SC,Nova Erechim,Região Sul,5092,,,,,,
421145,4211454,SC,Nova Itaberaba,Região Sul,4329,,,,,,
421150,4211504,SC,Nova Trento,Região Sul,14782,,,,,,
421160,4211603,SC,Nova Veneza,Região Sul,15342,,,,,,
421165,4211652,SC,Novo Horizonte,Região Sul,2404,,,,,,
421170,4211702,SC,Orleans,Região Sul,23038,,,,,,
421175,4211751,SC,Otacílio Costa,Região Sul,18975,,,,,,
421180,4211801,SC,Ouro,Região Sul,7272,,,,,,
421185,4211850,SC,Ouro Verde,Região Sul,2207,,,,,,
421187,4211876,SC,Paial,Região Sul,1474,,,,,,
421189,4211892,SC,Painel,Região Sul,2356,,,,,,
421190,4211900,SC,Palhoça,Região Sul,175272,,,,,,
421200,4212007,SC,Palma Sola,Região Sul,7372,,,,,,
421205,4212056,SC,Palmeira,Região Sul,2650,,,,,,
421210,4212106,SC,Palmitos,Região Sul,16157,,,,,,
421220,4212205,SC,Papanduva,Região Sul,19422,,,,,,
421223,4212239,SC,Paraíso,Região Sul,3360,,,,,,
421225,4212254,SC,Passo de Torres,Região Sul,9048,,,,,,
421227,4212270,SC,Passos Maia,Região Sul,4109,,,,,,
421230,4212304,SC,Paulo Lopes,Região Sul,7569,,,,,,
421240,4212403,SC,Pedras Grandes,Região Sul,3953,,,,,,
421250,4212502,SC,Penha,Região Sul,33284,,,,,,
421260,4212601,SC,Peritiba,Região Sul,2760,,,,,,
421265,4212650,SC,Pescaria Brava,Região Sul,10159,,,,,,
421270,4212700,SC,Petrolândia,Região Sul,5905,,,,,,
421280,4212809,SC,Piçarras,Região Sul,23772,,,,,,
421290,4212908,SC,Pinhalzinho,Região Sul,20712,,,,,,
421300,4213005,SC,Pinheiro Preto,Região Sul,3596,,,,,,
421310,4213104,SC,Piratuba,Região Sul,3745,,,,,,
421315,4213153,SC,Planalto Alegre,Região Sul,2888,,,,,,
421320,4213203,SC,Pomerode,Região Sul,34010,,,,,,
421330,4213302,SC,Ponte Alta,Região Sul,4650,,,,,,
421335,4213351,SC,Ponte Alta do Norte,Região Sul,3420,,,,,,
421340,4213401,SC,Ponte Serrada,Região Sul,11634,,,,,,
421350,4213500,SC,Porto Belo,Região Sul,21932,,,,,,
421360,4213609,SC,Porto União,Região Sul,35543,,,,,,
421370,4213708,SC,Pouso Redondo,Região Sul,17712,,,,,,
421380,4213807,SC,Praia Grande,Região Sul,7312,,,,,,
421390,4213906,SC,Presidente Castelo Branco,Região Sul,1547,,,,,,
421400,4214003,SC,Presidente Getúlio,Região Sul,17726,,,,,,
421410,4214102,SC,Presidente Nereu,Região Sul,2283,,,,,,
421415,4214151,SC,Princesa,Região Sul,2937,,,,,,
421420,4214201,SC,Quilombo,Região Sul,9829,,,,,,
421430,4214300,SC,Rancho Queimado,Região Sul,2887,,,,,,
421440,4214409,SC,Rio Das Antas,Região Sul,6202,,,,,,
421450,4214508,SC,Rio do Campo,Região Sul,5902,,,,,,
421460,4214607,SC,Rio do Oeste,Região Sul,7520,,,,,,
421470,4214706,SC,Rio Dos Cedros,Região Sul,11808,,,,,,
421480,4214805,SC,Rio do Sul,Região Sul,72006,,,,,,
421490,4214904,SC,Rio Fortuna,Região Sul,4620,,,,,,
421500,4215000,SC,Rio Negrinho,Região Sul,42495,,,,,,
421505,4215059,SC,Rio Rufino,Região Sul,2483,,,,,,
421507,4215075,SC,Riqueza,Região Sul,4561,,,,,,
421510,4215109,SC,Rodeio,Região Sul,11600,,,,,,
421520,4215208,SC,Romelândia,Região Sul,4684,,,,,,
421530,4215307,SC,Salete,Região Sul,7659,,,,,,
421535,4215356,SC,Saltinho,Região Sul,3754,,,,,,
421540,4215406,SC,Salto Veloso,Região Sul,4756,,,,,,
421545,4215455,SC,Sangão,Região Sul,12905,,,,,,
421550,4215505,SC,Santa Cecília,Região Sul,16918,,,,,,
421555,4215554,SC,Santa Helena,Região Sul,2200,,,,,,
421560,4215604,SC,Santa Rosa de Lima,Região Sul,2147,,,,,,
421565,4215653,SC,Santa Rosa do Sul,Região Sul,8378,,,,,,
421567,4215679,SC,Santa Terezinha,Região Sul,8773,,,,,,
421568,4215687,SC,Santa Terezinha do Progresso,Região Sul,2372,,,,,,
421569,4215695,SC,Santiago do Sul,Região Sul,1235,,,,,,
421570,4215703,SC,Santo Amaro da Imperatriz,Região Sul,23579,,,,,,
421575,4215752,SC,São Bernardino,Região Sul,2287,,,,,,
421580,4215802,SC,São Bento do Sul,Região Sul,85421,,,,,,
421590,4215901,SC,São Bonifácio,Região Sul,2814,,,,,,
421600,4216008,SC,São Carlos,Região Sul,11369,,,,,,
421605,4216057,SC,São Cristovão do Sul,Região Sul,5598,,,,,,
421610,4216107,SC,São Domingos,Região Sul,9434,,,,,,
421620,4216206,SC,São Francisco do Sul,Região Sul,53746,,,,,,
421625,4216255,SC,São João do Oeste,Região Sul,6402,,,,,,
421630,4216305,SC,São João Batista,Região Sul,38583,,,,,,
421635,4216354,SC,São João do Itaperiú,Região Sul,3759,,,,,,
421640,4216404,SC,São João do Sul,Região Sul,7315,,,,,,
421650,4216503,SC,São Joaquim,Região Sul,27139,,,,,,
421660,4216602,SC,São José,Região Sul,250181,,,,,,
421670,4216701,SC,São José do Cedro,Região Sul,13820,,,,,,
421680,4216800,SC,São José do Cerrito,Região Sul,8173,,,,,,
421690,4216909,SC,São Lourenço do Oeste,Região Sul,24291,,,,,,
421700,4217006,SC,São Ludgero,Região Sul,13650,,,,,,
421710,4217105,SC,São Martinho,Região Sul,3171,,,,,,
421715,4217154,SC,São Miguel da Boa Vista,Região Sul,1807,,,,,,
421720,4217204,SC,São Miguel do Oeste,Região Sul,40868,,,,,,
421725,4217253,SC,São Pedro de Alcântara,Região Sul,5935,,,,,,
421730,4217303,SC,Saudades,Região Sul,9810,,,,,,
421740,4217402,SC,Schroeder,Região Sul,21991,,,,,,
421750,4217501,SC,Seara,Região Sul,17576,,,,,,
421755,4217550,SC,Serra Alta,Região Sul,3256,,,,,,
421760,4217600,SC,Siderópolis,Região Sul,14092,,,,,,
421770,4217709,SC,Sombrio,Região Sul,30733,,,,,,
421775,4217758,SC,Sul Brasil,Região Sul,2423,,,,,,
421780,4217808,SC,Taió,Região Sul,18486,,,,,,
421790,4217907,SC,Tangará,Região Sul,8662,,,,,,
421795,4217956,SC,Tigrinhos,Região Sul,1619,,,,,,
421800,4218004,SC,Tijucas,Região Sul,39155,,,,,,
421810,4218103,SC,Timbé do Sul,Região Sul,5343,,,,,,
421820,4218202,SC,Timbó,Região Sul,44977,,,,,,
421825,4218251,SC,Timbó Grande,Região Sul,7941,,,,,,
421830,4218301,SC,Três Barras,Região Sul,19366,,,,,,
421835,4218350,SC,Treviso,Região Sul,3966,,,,,,
421840,4218400,SC,Treze de Maio,Região Sul,7093,,,,,,
421850,4218509,SC,Treze Tílias,Região Sul,7991,,,,,,
421860,4218608,SC,Trombudo Central,Região Sul,7434,,,,,,
421870,4218707,SC,Tubarão,Região Sul,106422,,,,,,
421875,4218756,SC,Tunápolis,Região Sul,4525,,,,,,
421880,4218806,SC,Turvo,Região Sul,12990,,,,,,
421885,4218855,SC,União do Oeste,Região Sul,2412,,,,,,
421890,4218905,SC,Urubici,Região Sul,11273,,,,,,
421895,4218954,SC,Urupema,Região Sul,2459,,,,,,
421900,4219002,SC,Urussanga,Região Sul,21344,,,,,,
421910,4219101,SC,Vargeão,Região Sul,3571,,,,,,
421915,4219150,SC,Vargem,Região Sul,2432,,,,,,
421917,4219176,SC,Vargem Bonita,Região Sul,4451,,,,,,
421920,4219200,SC,Vidal Ramos,Região Sul,6329,,,,,,
421930,4219309,SC,Videira,Região Sul,53610,,,,,,
421935,4219358,SC,Vitor Meireles,Região Sul,4943,,,,,,
421940,4219408,SC,Witmarsum,Região Sul,3998,,,,,,
421950,4219507,SC,Xanxerê,Região Sul,51642,,,,,,
421960,4219606,SC,Xavantina,Região Sul,3903,,,,,,
421970,4219705,SC,Xaxim,Região Sul,28983,,,,,,
421985,4219853,SC,Zortéa,Região Sul,3398,,,,,,
422000,4220000,SC,Balneário Rincão,Região Sul,12946,,,,,,
430003,4300034,RS,Aceguá,Região Sul,4942,,,,,,
430005,4300059,RS,Água Santa,Região Sul,3743,,,,,,
430010,4300109,RS,Agudo,Região Sul,16401,,,,,,
430020,4300208,RS,Ajuricaba,Região Sul,6987,,,,,,
430030,4300307,RS,Alecrim,Região Sul,5827,,,,,,
430040,4300406,RS,Alegrete,Região Sul,73028,,,,,,
430045,4300455,RS,Alegria,Região Sul,3374,,,,,,
430047,4300471,RS,Almirante Tamandaré do Sul,Região Sul,1949,,,,,,
430050,4300505,RS,Alpestre,Região Sul,6067,,,,,,
430055,4300554,RS,Alto Alegre,Região Sul,1613,,,,,,
430057,4300570,RS,Alto Feliz,Região Sul,3036,,,,,,
430060,4300604,RS,Alvorada,Região Sul,211352,,,,,,
430063,4300638,RS,Amaral Ferrador,Região Sul,7085,,,,,,
430064,4300646,RS,Ametista do Sul,Região Sul,7403,,,,,,
430066,4300661,RS,André da Rocha,Região Sul,1343,,,,,,
430070,4300703,RS,Anta Gorda,Região Sul,5961,,,,,,
430080,4300802,RS,Antônio Prado,Região Sul,13045,,,,,,
430085,4300851,RS,Arambaré,Região Sul,3562,,,,,,
430087,4300877,RS,Araricá,Região Sul,5771,,,,,,
430090,4300901,RS,Aratiba,Região Sul,6189,,,,,,
430100,4301008,RS,Arroio do Meio,Região Sul,20967,,,,,,
430105,4301057,RS,Arroio do Sal,Região Sul,10279,,,,,,
430107,4301073,RS,Arroio do Padre,Região Sul,2951,,,,,,
430110,4301107,RS,Arroio Dos Ratos,Região Sul,14177,,,,,,
430120,4301206,RS,Arroio do Tigre,Região Sul,13413,,,,,,
430130,4301305,RS,Arroio Grande,Região Sul,18238,,,,,,
430140,4301404,RS,Arvorezinha,Região Sul,10423,,,,,,
430150,4301503,RS,Augusto Pestana,Região Sul,6602,,,,,,
430155,4301552,RS,Áurea,Região Sul,3535,,,,,,
430160,4301602,RS,Bagé,Região Sul,121335,,,,,,
430163,4301636,RS,Balneário Pinhal,Região Sul,14363,,,,,,
430165,4301651,RS,Barão,Região Sul,6202,,,,,,
430170,4301701,RS,Barão de Cotegipe,Região Sul,6620,,,,,,
430175,4301750,RS,Barão do Triunfo,Região Sul,7519,,,,,,
430180,4301800,RS,Barracão,Região Sul,5256,,,,,,
430185,4301859,RS,Barra do Guarita,Região Sul,3257,,,,,,
430187,4301875,RS,Barra do Quaraí,Região Sul,4227,,,,,,
430190,4301909,RS,Barra do Ribeiro,Região Sul,13556,,,,,,
430192,4301925,RS,Barra do Rio Azul,Região Sul,1655,,,,,,
430195,4301958,RS,Barra Funda,Região Sul,2551,,,,,,
430200,4302006,RS,Barros Cassal,Região Sul,11182,,,,,,
430205,4302055,RS,Benjamin Constant do Sul,Região Sul,1958,,,,,,
430210,4302105,RS,Bento Gonçalves,Região Sul,121803,,,,,,
430215,4302154,RS,Boa Vista Das Missões,Região Sul,2092,,,,,,
430220,4302204,RS,Boa Vista do Buricá,Região Sul,6712,,,,,,
430222,4302220,RS,Boa Vista do Cadeado,Região Sul,2468,,,,,,
430223,4302238,RS,Boa Vista do Incra,Região Sul,2616,,,,,,
430225,4302253,RS,Boa Vista do Sul,Região Sul,2778,,,,,,
430230,4302303,RS,Bom Jesus,Região Sul,11309,,,,,,
430235,4302352,RS,Bom Princípio,Região Sul,14255,,,,,,
430237,4302378,RS,Bom Progresso,Região Sul,1899,,,,,,
430240,4302402,RS,Bom Retiro do Sul,Região Sul,12390,,,,,,
430245,4302451,RS,Boqueirão do Leão,Região Sul,7702,,,,,,
430250,4302501,RS,Bossoroca,Região Sul,6205,,,,,,
430258,4302584,RS,Bozano,Região Sul,2111,,,,,,
430260,4302600,RS,Braga,Região Sul,3311,,,,,,
430265,4302659,RS,Brochier,Região Sul,5104,,,,,,
430270,4302709,RS,Butiá,Região Sul,20952,,,,,,
430280,4302808,RS,Caçapava do Sul,Região Sul,33548,,,,,,
430290,4302907,RS,Cacequi,Região Sul,12423,,,,,,
430300,4303004,RS,Cachoeira do Sul,Região Sul,81869,,,,,,
430310,4303103,RS,Cachoeirinha,Região Sul,131240,,,,,,
430320,4303202,RS,Cacique Doble,Região Sul,5074,,,,,,
430330,4303301,RS,Caibaté,Região Sul,4823,,,,,,
430340,4303400,RS,Caiçara,Região Sul,4700,,,,,,
430350,4303509,RS,Camaquã,Região Sul,66478,,,,,,
430355,4303558,RS,Camargo,Região Sul,2742,,,,,,
430360,4303608,RS,Cambará do Sul,Região Sul,6406,,,,,,
430367,4303673,RS,Campestre da Serra,Região Sul,3395,,,,,,
430370,4303707,RS,Campina Das Missões,Região Sul,5398,,,,,,
430380,4303806,RS,Campinas do Sul,Região Sul,5438,,,,,,
430390,4303905,RS,Campo Bom,Região Sul,69458,,,,,,
430400,4304002,RS,Campo Novo,Região Sul,4376,,,,,,
430410,4304101,RS,Campos Borges,Região Sul,3295,,,,,,
430420,4304200,RS,Candelária,Região Sul,31421,,,,,,
430430,4304309,RS,Cândido Godói,Região Sul,6151,,,,,,
430435,4304358,RS,Candiota,Região Sul,9647,,,,,,
430440,4304408,RS,Canela,Região Sul,45488,,,,,,
430450,4304507,RS,Canguçu,Região Sul,56211,,,,,,
430460,4304606,RS,Canoas,Região Sul,348208,,,,,,
430461,4304614,RS,Canudos do Vale,Região Sul,1705,,,,,,
430462,4304622,RS,Capão Bonito do Sul,Região Sul,1641,,,,,,
430463,4304630,RS,Capão da Canoa,Região Sul,54051,,,,,,
430465,4304655,RS,Capão do Cipó,Região Sul,3699,,,,,,
430466,4304663,RS,Capão do Leão,Região Sul,25409,,,,,,
430467,4304671,RS,Capivari do Sul,Região Sul,4728,,,,,,
430468,4304689,RS,Capela de Santana,Região Sul,12064,,,,,,
430469,4304697,RS,Capitão,Região Sul,2763,,,,,,
430470,4304705,RS,Carazinho,Região Sul,62265,,,,,,
430471,4304713,RS,Caraá,Região Sul,8350,,,,,,
430480,4304804,RS,Carlos Barbosa,Região Sul,30241,,,,,,
430485,4304853,RS,Carlos Gomes,Região Sul,1351,,,,,,
430490,4304903,RS,Casca,Região Sul,9051,,,,,,
430495,4304952,RS,Caseiros,Região Sul,3216,,,,,,
430500,4305009,RS,Catuípe,Região Sul,8701,,,,,,
430510,4305108,RS,Caxias do Sul,Região Sul,517451,,,,,,
430511,4305116,RS,Centenário,Região Sul,2877,,,,,,
430512,4305124,RS,Cerrito,Região Sul,6047,,,,,,
430513,4305132,RS,Cerro Branco,Região Sul,4706,,,,,,
430515,4305157,RS,Cerro Grande,Região Sul,2296,,,,,,
430517,4305173,RS,Cerro Grande do Sul,Região Sul,12413,,,,,,
430520,4305207,RS,Cerro Largo,Região Sul,14189,,,,,,
430530,4305306,RS,Chapada,Região Sul,9239,,,,,,
430535,4305355,RS,Charqueadas,Região Sul,41258,,,,,,
430537,4305371,RS,Charrua,Região Sul,3252,,,,,,
430540,4305405,RS,Chiapetta,Região Sul,3719,,,,,,
430543,4305439,RS,Chuí,Região Sul,6770,,,,,,
430544,4305447,RS,Chuvisca,Região Sul,5480,,,,,,
430545,4305454,RS,Cidreira,Região Sul,16583,,,,,,
430550,4305504,RS,Ciríaco,Região Sul,4719,,,,,,
430558,4305587,RS,Colinas,Região Sul,2469,,,,,,
430560,4305603,RS,Colorado,Região Sul,3130,,,,,,
430570,4305702,RS,Condor,Região Sul,6759,,,,,,
430580,4305801,RS,Constantina,Região Sul,9907,,,,,,
430583,4305835,RS,Coqueiro Baixo,Região Sul,1495,,,,,,
430585,4305850,RS,Coqueiros do Sul,Região Sul,2286,,,,,,
430587,4305871,RS,Coronel Barros,Região Sul,2520,,,,,,
430590,4305900,RS,Coronel Bicaco,Região Sul,7268,,,,,,
430593,4305934,RS,Coronel Pilar,Região Sul,1614,,,,,,
430595,4305959,RS,Cotiporã,Região Sul,3838,,,,,,
430597,4305975,RS,Coxilha,Região Sul,2743,,,,,,
430600,4306007,RS,Crissiumal,Região Sul,13357,,,,,,
430605,4306056,RS,Cristal,Região Sul,8067,,,,,,
430607,4306072,RS,Cristal do Sul,Região Sul,2844,,,,,,
430610,4306106,RS,Cruz Alta,Região Sul,59922,,,,,,
430613,4306130,RS,Cruzaltense,Região Sul,1799,,,,,,
430620,4306205,RS,Cruzeiro do Sul,Região Sul,12402,,,,,,
430630,4306304,RS,David Canabarro,Região Sul,4736,,,,,,
430632,4306320,RS,Derrubadas,Região Sul,2761,,,,,,
430635,4306353,RS,Dezesseis de Novembro,Região Sul,2378,,,,,,
430637,4306379,RS,Dilermando de Aguiar,Região Sul,3002,,,,,,
430640,4306403,RS,Dois Irmãos,Região Sul,33119,,,,,,
430642,4306429,RS,Dois Irmãos Das Missões,Região Sul,2008,,,,,,
430645,4306452,RS,Dois Lajeados,Região Sul,3405,,,,,,
430650,4306502,RS,Dom Feliciano,Região Sul,15487,,,,,,
430655,4306551,RS,Dom Pedro de Alcântara,Região Sul,2527,,,,,,
430660,4306601,RS,Dom Pedrito,Região Sul,38339,,,,,,
430670,4306700,RS,Dona Francisca,Região Sul,2999,,,,,,
430673,4306734,RS,Doutor Maurício Cardoso,Região Sul,4462,,,,,,
430675,4306759,RS,Doutor Ricardo,Região Sul,1975,,,,,,
430676,4306767,RS,Eldorado do Sul,Região Sul,41902,,,,,,
430680,4306809,RS,Encantado,Região Sul,22880,,,,,,
430690,4306908,RS,Encruzilhada do Sul,Região Sul,25960,,,,,,
430692,4306924,RS,Engenho Velho,Região Sul,982,,,,,,
430693,4306932,RS,Entre-ijuís,Região Sul,8411,,,,,,
430695,4306957,RS,Entre Rios do Sul,Região Sul,2758,,,,,,
430697,4306973,RS,Erebango,Região Sul,2982,,,,,,
430700,4307005,RS,Erechim,Região Sul,106633,,,,,,
430705,4307054,RS,Ernestina,Região Sul,3170,,,,,,
430710,4307104,RS,Herval,Região Sul,6814,,,,,,
430720,4307203,RS,Erval Grande,Região Sul,4819,,,,,,
430730,4307302,RS,Erval Seco,Região Sul,6802,,,,,,
430740,4307401,RS,Esmeralda,Região Sul,3287,,,,,,
430745,4307450,RS,Esperança do Sul,Região Sul,2885,,,,,,
430750,4307500,RS,Espumoso,Região Sul,15591,,,,,,
430755,4307559,RS,Estação,Região Sul,5940,,,,,,
430760,4307609,RS,Estância Velha,Região Sul,50672,,,,,,
430770,4307708,RS,Esteio,Região Sul,83279,,,,,,
430780,4307807,RS,Estrela,Região Sul,34399,,,,,,
430781,4307815,RS,Estrela Velha,Região Sul,3650,,,,,,
430783,4307831,RS,Eugênio de Castro,Região Sul,2352,,,,,,
430786,4307864,RS,Fagundes Varela,Região Sul,2741,,,,,,
430790,4307906,RS,Farroupilha,Região Sul,73061,,,,,,
430800,4308003,RS,Faxinal do Soturno,Região Sul,6663,,,,,,
430805,4308052,RS,Faxinalzinho,Região Sul,2284,,,,,,
430807,4308078,RS,Fazenda Vilanova,Região Sul,4608,,,,,,
430810,4308102,RS,Feliz,Região Sul,13640,,,,,,
430820,4308201,RS,Flores da Cunha,Região Sul,31063,,,,,,
430825,4308250,RS,Floriano Peixoto,Região Sul,1737,,,,,,
430830,4308300,RS,Fontoura Xavier,Região Sul,10241,,,,,,
430840,4308409,RS,Formigueiro,Região Sul,6616,,,,,,
430843,4308433,RS,Forquetinha,Região Sul,2400,,,,,,
430845,4308458,RS,Fortaleza Dos Valos,Região Sul,4285,,,,,,
430850,4308508,RS,Frederico Westphalen,Região Sul,31498,,,,,,
430860,4308607,RS,Garibaldi,Região Sul,35440,,,,,,
430865,4308656,RS,Garruchos,Região Sul,2886,,,,,,
430870,4308706,RS,Gaurama,Região Sul,5489,,,,,,
430880,4308805,RS,General Câmara,Região Sul,8361,,,,,,
430885,4308854,RS,Gentil,Região Sul,1626,,,,,,
430890,4308904,RS,Getúlio Vargas,Região Sul,16184,,,,,,
430900,4309001,RS,Giruá,Região Sul,15863,,,,,,
430905,4309050,RS,Glorinha,Região Sul,8204,,,,,,
430910,4309100,RS,Gramado,Região Sul,36555,,,,,,
430912,4309126,RS,Gramado Dos Loureiros,Região Sul,2058,,,,,,
430915,4309159,RS,Gramado Xavier,Região Sul,4352,,,,,,
430920,4309209,RS,Gravataí,Região Sul,283620,,,,,,
430925,4309258,RS,Guabiju,Região Sul,1490,,,,,,
430930,4309308,RS,Guaíba,Região Sul,98239,,,,,,
430940,4309407,RS,Guaporé,Região Sul,25968,,,,,,
430950,4309506,RS,Guarani Das Missões,Região Sul,7463,,,,,,
430955,4309555,RS,Harmonia,Região Sul,4917,,,,,,
430957,4309571,RS,Herveiras,Região Sul,3019,,,,,,
430960,4309605,RS,Horizontina,Região Sul,19389,,,,,,
430965,4309654,RS,Hulha Negra,Região Sul,6836,,,,,,
430970,4309704,RS,Humaitá,Região Sul,4736,,,,,,
430975,4309753,RS,Ibarama,Região Sul,4399,,,,,,
430980,4309803,RS,Ibiaçá,Região Sul,4699,,,,,,
430990,4309902,RS,Ibiraiaras,Região Sul,7265,,,,,,
430995,4309951,RS,Ibirapuitã,Região Sul,4000,,,,,,
431000,4310009,RS,Ibirubá,Região Sul,20413,,,,,,
431010,4310108,RS,Igrejinha,Região Sul,37340,,,,,,
431020,4310207,RS,Ijuí,Região Sul,83764,,,,,,
431030,4310306,RS,Ilópolis,Região Sul,4066,,,,,,
431033,4310330,RS,Imbé,Região Sul,23271,,,,,,
431036,4310363,RS,Imigrante,Região Sul,3100,,,,,,
431040,4310405,RS,Independência,Região Sul,6109,,,,,,
431041,4310413,RS,Inhacorá,Região Sul,2215,,,,,,
431043,4310439,RS,Ipê,Região Sul,6689,,,,,,
431046,4310462,RS,Ipiranga do Sul,Região Sul,1880,,,,,,
431050,4310504,RS,Iraí,Região Sul,7141,,,,,,
431053,4310538,RS,Itaara,Região Sul,5537,,,,,,
431055,4310553,RS,Itacurubi,Região Sul,3460,,,,,,
431057,4310579,RS,Itapuca,Região Sul,2065,,,,,,
431060,4310603,RS,Itaqui,Região Sul,37489,,,,,,
431065,4310652,RS,Itati,Região Sul,2397,,,,,,
431070,4310702,RS,Itatiba do Sul,Região Sul,3231,,,,,,
431075,4310751,RS,Ivorá,Região Sul,1881,,,,,,
431080,4310801,RS,Ivoti,Região Sul,24690,,,,,,
431085,4310850,RS,Jaboticaba,Região Sul,3773,,,,,,
431087,4310876,RS,Jacuizinho,Região Sul,2706,,,,,,
431090,4310900,RS,Jacutinga,Região Sul,3546,,,,,,
431100,4311007,RS,Jaguarão,Região Sul,26500,,,,,,
431110,4311106,RS,Jaguari,Região Sul,10765,,,,,,
431112,4311122,RS,Jaquirana,Região Sul,3662,,,,,,
431113,4311130,RS,Jari,Região Sul,3486,,,,,,
431115,4311155,RS,Jóia,Região Sul,8566,,,,,,
431120,4311205,RS,Júlio de Castilhos,Região Sul,19224,,,,,,
431123,4311239,RS,Lagoa Bonita do Sul,Região Sul,2921,,,,,,
431125,4311254,RS,Lagoão,Região Sul,6461,,,,,,
431127,4311270,RS,Lagoa Dos Três Cantos,Região Sul,1607,,,,,,
431130,4311304,RS,Lagoa Vermelha,Região Sul,27778,,,,,,
431140,4311403,RS,Lajeado,Região Sul,85033,,,,,,
431142,4311429,RS,Lajeado do Bugre,Região Sul,2566,,,,,,
431150,4311502,RS,Lavras do Sul,Região Sul,7444,,,,,,
431160,4311601,RS,Liberato Salzano,Região Sul,5152,,,,,,
431162,4311627,RS,Lindolfo Collor,Região Sul,6125,,,,,,
431164,4311643,RS,Linha Nova,Região Sul,1719,,,,,,
431170,4311700,RS,Machadinho,Região Sul,5427,,,,,,
431171,4311718,RS,Maçambara,Região Sul,4562,,,,,,
431173,4311734,RS,Mampituba,Região Sul,2973,,,,,,
431175,4311759,RS,Manoel Viana,Região Sul,7307,,,,,,
431177,4311775,RS,Maquiné,Região Sul,6681,,,,,,
431179,4311791,RS,Maratá,Região Sul,2702,,,,,,
431180,4311809,RS,Marau,Região Sul,44858,,,,,,
431190,4311908,RS,Marcelino Ramos,Região Sul,4319,,,,,,
431198,4311981,RS,Mariana Pimentel,Região Sul,3888,,,,,,
431200,4312005,RS,Mariano Moro,Região Sul,2009,,,,,,
431205,4312054,RS,Marques de Souza,Região Sul,3995,,,,,,
431210,4312104,RS,Mata,Região Sul,4797,,,,,,
431213,4312138,RS,Mato Castelhano,Região Sul,2542,,,,,,
431215,4312153,RS,Mato Leitão,Região Sul,4573,,,,,,
431217,4312179,RS,Mato Queimado,Região Sul,1629,,,,,,
431220,4312203,RS,Maximiliano de Almeida,Região Sul,4314,,,,,,
431225,4312252,RS,Minas do Leão,Região Sul,8103,,,,,,
431230,4312302,RS,Miraguaí,Região Sul,4911,,,,,,
431235,4312351,RS,Montauri,Região Sul,1441,,,,,,
431237,4312377,RS,Monte Alegre Dos Campos,Região Sul,3232,,,,,,
431238,4312385,RS,Monte Belo do Sul,Região Sul,2530,,,,,,
431240,4312401,RS,Montenegro,Região Sul,65721,,,,,,
431242,4312427,RS,Mormaço,Região Sul,3113,,,,,,
431244,4312443,RS,Morrinhos do Sul,Região Sul,2919,,,,,,
431245,4312450,RS,Morro Redondo,Região Sul,6589,,,,,,
431247,4312476,RS,Morro Reuter,Região Sul,6513,,,,,,
431250,4312500,RS,Mostardas,Região Sul,12847,,,,,,
431260,4312609,RS,Muçum,Região Sul,4961,,,,,,
431261,4312617,RS,Muitos Capões,Região Sul,3173,,,,,,
431262,4312625,RS,Muliterno,Região Sul,1897,,,,,,
431265,4312658,RS,Não-me-toque,Região Sul,17758,,,,,,
431267,4312674,RS,Nicolau Vergueiro,Região Sul,1674,,,,,,
431270,4312708,RS,Nonoai,Região Sul,11633,,,,,,
431275,4312757,RS,Nova Alvorada,Região Sul,3663,,,,,,
431280,4312807,RS,Nova Araçá,Região Sul,4826,,,,,,
431290,4312906,RS,Nova Bassano,Região Sul,10005,,,,,,
431295,4312955,RS,Nova Boa Vista,Região Sul,1753,,,,,,
431300,4313003,RS,Nova Bréscia,Região Sul,3337,,,,,,
431301,4313011,RS,Nova Candelária,Região Sul,2688,,,,,,
431303,4313037,RS,Nova Esperança do Sul,Região Sul,5410,,,,,,
431306,4313060,RS,Nova Hartz,Região Sul,21875,,,,,,
431308,4313086,RS,Nova Pádua,Região Sul,2558,,,,,,
431310,4313102,RS,Nova Palma,Região Sul,6515,,,,,,
431320,4313201,RS,Nova Petrópolis,Região Sul,21536,,,,,,
431330,4313300,RS,Nova Prata,Região Sul,27648,,,,,,
431333,4313334,RS,Nova Ramada,Região Sul,2218,,,,,,
431335,4313359,RS,Nova Roma do Sul,Região Sul,3717,,,,,,
431337,4313375,RS,Nova Santa Rita,Região Sul,29905,,,,,,
431339,4313391,RS,Novo Cabrais,Região Sul,4222,,,,,,
431340,4313409,RS,Novo Hamburgo,Região Sul,247032,,,,,,
431342,4313425,RS,Novo Machado,Região Sul,3256,,,,,,
431344,4313441,RS,Novo Tiradentes,Região Sul,2200,,,,,,
431346,4313466,RS,Novo Xingu,Região Sul,1712,,,,,,
